
Feb 02 10:19:30 Greenhouse Temp= 13.09, 
Feb 02 10:19:31 Greenhouse Temp= 13.09, 
Feb 02 10:19:31 Greenhouse Temp= 13.09, 
Feb 02 10:19:32 Greenhouse Temp= 13.14, 
Feb 02 10:19:32 Greenhouse Temp= 13.19, 
Feb 02 10:19:33 Greenhouse Temp= 13.19, 
Feb 02 10:19:34 Greenhouse Temp= 13.00, 
Feb 02 10:19:34 Greenhouse Temp= 13.14, 
Feb 02 10:19:35 Greenhouse Temp= 13.14, 
Feb 02 10:19:35 Greenhouse Temp= 13.05, 
Feb 02 10:19:36 Greenhouse Temp= 13.09, 
Feb 02 10:19:37 Greenhouse Temp= 13.09, 
Feb 02 10:19:37 Greenhouse Temp= 13.09, 
Feb 02 10:19:38 Greenhouse Temp= 13.19, 
Feb 02 10:19:38 Greenhouse Temp= 13.09, 
Feb 02 10:19:39 Greenhouse Temp= 13.09, 
Feb 02 10:19:40 Greenhouse Temp= 13.09, 
Feb 02 10:19:40 Greenhouse Temp= 13.24, 
Feb 02 10:19:41 Greenhouse Temp= 13.19, 
Feb 02 10:19:41 Greenhouse Temp= 13.09, 
Feb 02 10:19:42 Greenhouse Temp= 13.14, 
Feb 02 10:19:43 Greenhouse Temp= 13.09, 
Feb 02 10:19:43 Greenhouse Temp= 13.09, 
Feb 02 10:19:44 Greenhouse Temp= 13.09, 
Feb 02 10:19:44 Greenhouse Temp= 13.05, 
Feb 02 10:19:45 Greenhouse Temp= 13.28, 
Feb 02 10:19:46 Greenhouse Temp= 13.05, 
Feb 02 10:19:46 Greenhouse Temp= 13.19, 
Feb 02 10:19:47 Greenhouse Temp= 13.14, 
Feb 02 10:19:47 Greenhouse Temp= 13.24, 
Feb 02 10:19:48 Greenhouse Temp= 13.09, 
Feb 02 10:19:49 Greenhouse Temp= 13.14, 
Feb 02 10:19:49 Greenhouse Temp= 13.19, 
Feb 02 10:19:50 Greenhouse Temp= 13.09, 
Feb 02 10:19:50 Greenhouse Temp= 13.14, 
Feb 02 10:19:51 Greenhouse Temp= 13.09, 
Feb 02 10:19:52 Greenhouse Temp= 13.14, 
Feb 02 10:19:52 Greenhouse Temp= 13.05, 
Feb 02 10:19:53 Greenhouse Temp= 13.00, 
Feb 02 10:19:53 Greenhouse Temp= 13.09, 
Feb 02 10:19:54 Greenhouse Temp= 13.05, 
Feb 02 10:19:55 Greenhouse Temp= 13.19, 
Feb 02 10:19:55 Greenhouse Temp= 13.09, 
Feb 02 10:19:56 Greenhouse Temp= 13.14, 
Feb 02 10:19:56 Greenhouse Temp= 13.24, 
Feb 02 10:19:57 Greenhouse Temp= 13.00, 
Feb 02 10:19:58 Greenhouse Temp= 13.19, 
Feb 02 10:19:58 Greenhouse Temp= 13.14, 
Feb 02 10:19:59 Greenhouse Temp= 13.05, 
Feb 02 10:19:59 Greenhouse Temp= 13.14, 
Feb 02 10:20:00 Greenhouse Temp= 13.09, 
Feb 02 10:20:01 Greenhouse Temp= 13.14, 
Feb 02 10:20:01 Greenhouse Temp= 13.09, 
Feb 02 10:20:02 Greenhouse Temp= 13.28, 
Feb 02 10:20:02 Greenhouse Temp= 13.14, 
Feb 02 10:20:03 Greenhouse Temp= 13.19, 
Feb 02 10:20:04 Greenhouse Temp= 13.05, 
Feb 02 10:20:04 Greenhouse Temp= 13.24, 
Feb 02 10:20:05 Greenhouse Temp= 13.14, 
Feb 02 10:20:05 Greenhouse Temp= 13.14, 
Feb 02 10:20:06 Greenhouse Temp= 13.09, 
Feb 02 10:20:07 Greenhouse Temp= 13.09, 
Feb 02 10:20:07 Greenhouse Temp= 13.09, 
Feb 02 10:20:08 Greenhouse Temp= 13.14, 
Feb 02 10:20:08 Greenhouse Temp= 13.05, 
Feb 02 10:20:09 Greenhouse Temp= 13.19, 
Feb 02 10:20:10 Greenhouse Temp= 13.05, 
Feb 02 10:20:10 Greenhouse Temp= 13.14, 
Feb 02 10:20:11 Greenhouse Temp= 13.14, 
Feb 02 10:20:11 Greenhouse Temp= 13.05, 
Feb 02 10:20:12 Greenhouse Temp= 13.19, 
Feb 02 10:20:13 Greenhouse Temp= 13.09, 
Feb 02 10:20:13 Greenhouse Temp= 13.09, 
Feb 02 10:20:14 Greenhouse Temp= 13.24, 
Feb 02 10:20:14 Greenhouse Temp= 13.14, 
Feb 02 10:20:15 Greenhouse Temp= 13.09, 
Feb 02 10:20:16 Greenhouse Temp= 13.09, 
Feb 02 10:20:16 Greenhouse Temp= 13.19, 
Feb 02 10:20:17 Greenhouse Temp= 13.05, 
Feb 02 10:20:17 Greenhouse Temp= 13.09, 
Feb 02 10:20:18 Greenhouse Temp= 13.19, 
Feb 02 10:20:19 Greenhouse Temp= 13.05, 
Feb 02 10:20:19 Greenhouse Temp= 13.14, 
Feb 02 10:20:20 Greenhouse Temp= 13.19, 
Feb 02 10:20:20 Greenhouse Temp= 13.19, 
Feb 02 10:20:21 Greenhouse Temp= 13.14, 
Feb 02 10:20:22 Greenhouse Temp= 13.19, 
Feb 02 10:20:22 Greenhouse Temp= 13.14, 
Feb 02 10:20:23 Greenhouse Temp= 13.19, 
Feb 02 10:20:23 Greenhouse Temp= 13.19, 
Feb 02 10:20:24 Greenhouse Temp= 13.19, 
Feb 02 10:20:25 Greenhouse Temp= 13.05, 
Feb 02 10:20:25 Greenhouse Temp= 13.09, 
Feb 02 10:20:26 Greenhouse Temp= 13.19, 
Feb 02 10:20:26 Greenhouse Temp= 13.14, 
Feb 02 10:20:27 Greenhouse Temp= 13.19, 
Feb 02 10:20:28 Greenhouse Temp= 13.14, 
Feb 02 10:20:28 Greenhouse Temp= 13.14, 
Feb 02 10:20:29 Greenhouse Temp= 13.19, 
Feb 02 10:20:29 Greenhouse Temp= 13.19, 
Feb 02 10:20:30 Greenhouse Temp= 13.14, 
Feb 02 10:20:31 Greenhouse Temp= 13.19, 
Feb 02 10:20:31 Greenhouse Temp= 13.24, 
Feb 02 10:20:32 Greenhouse Temp= 13.19, 
Feb 02 10:20:32 Greenhouse Temp= 13.19, 
Feb 02 10:20:33 Greenhouse Temp= 13.19, 
Feb 02 10:20:34 Greenhouse Temp= 13.19, 
Feb 02 10:20:34 Greenhouse Temp= 13.19, 
Feb 02 10:20:35 Greenhouse Temp= 13.19, 
Feb 02 10:20:35 Greenhouse Temp= 13.24, 
Feb 02 10:20:36 Greenhouse Temp= 13.19, 
Feb 02 10:20:37 Greenhouse Temp= 13.19, 
Feb 02 10:20:37 Greenhouse Temp= 13.24, 
Feb 02 10:20:38 Greenhouse Temp= 13.19, 
Feb 02 10:20:38 Greenhouse Temp= 13.24, 
Feb 02 10:20:39 Greenhouse Temp= 13.19, 
Feb 02 10:20:40 Greenhouse Temp= 13.14, 
Feb 02 10:20:40 Greenhouse Temp= 13.19, 
Feb 02 10:20:41 Greenhouse Temp= 13.19, 
Feb 02 10:20:41 Greenhouse Temp= 13.28, 
Feb 02 10:20:42 Greenhouse Temp= 13.24, 
Feb 02 10:20:43 Greenhouse Temp= 13.14, 
Feb 02 10:20:43 Greenhouse Temp= 13.24, 
Feb 02 10:20:44 Greenhouse Temp= 13.28, 
Feb 02 10:20:45 Greenhouse Temp= 13.19, 
Feb 02 10:20:46 Greenhouse Temp= 13.24, 
Feb 02 10:20:46 Greenhouse Temp= 13.24, 
Feb 02 10:20:47 Greenhouse Temp= 13.24, 
Feb 02 10:20:47 Greenhouse Temp= 13.24, 
Feb 02 10:20:48 Greenhouse Temp= 13.09, 
Feb 02 10:20:49 Greenhouse Temp= 13.24, 
Feb 02 10:20:49 Greenhouse Temp= 13.19, 
Feb 02 10:20:50 Greenhouse Temp= 13.24, 
Feb 02 10:20:50 Greenhouse Temp= 13.24, 
Feb 02 10:20:51 Greenhouse Temp= 13.19, 
Feb 02 10:20:52 Greenhouse Temp= 13.28, 
Feb 02 10:20:52 Greenhouse Temp= 13.19, 
Feb 02 10:20:53 Greenhouse Temp= 13.19, 
Feb 02 10:20:53 Greenhouse Temp= 13.19, 
Feb 02 10:20:54 Greenhouse Temp= 13.19, 
Feb 02 10:20:55 Greenhouse Temp= 13.14, 
Feb 02 10:20:55 Greenhouse Temp= 13.33, 
Feb 02 10:20:56 Greenhouse Temp= 13.28, 
Feb 02 10:20:56 Greenhouse Temp= 13.19, 
Feb 02 10:20:57 Greenhouse Temp= 13.19, 
Feb 02 10:20:58 Greenhouse Temp= 13.24, 
Feb 02 10:20:58 Greenhouse Temp= 13.24, 
Feb 02 10:20:59 Greenhouse Temp= 13.19, 
Feb 02 10:20:59 Greenhouse Temp= 13.19, 
Feb 02 10:21:00 Greenhouse Temp= 13.14, 
Feb 02 10:21:01 Greenhouse Temp= 13.33, 
Feb 02 10:21:01 Greenhouse Temp= 13.28, 
Feb 02 10:21:02 Greenhouse Temp= 13.19, 
Feb 02 10:21:02 Greenhouse Temp= 13.24, 
Feb 02 10:21:03 Greenhouse Temp= 13.24, 
Feb 02 10:21:04 Greenhouse Temp= 13.19, 
Feb 02 10:21:04 Greenhouse Temp= 13.09, 
Feb 02 10:21:05 Greenhouse Temp= 13.28, 
Feb 02 10:21:05 Greenhouse Temp= 13.24, 
Feb 02 10:21:06 Greenhouse Temp= 13.24, 
Feb 02 10:21:07 Greenhouse Temp= 13.33, 
Feb 02 10:21:07 Greenhouse Temp= 13.19, 
Feb 02 10:21:08 Greenhouse Temp= 13.24, 
Feb 02 10:21:08 Greenhouse Temp= 13.24, 
Feb 02 10:21:09 Greenhouse Temp= 13.24, 
Feb 02 10:21:10 Greenhouse Temp= 13.28, 
Feb 02 10:21:10 Greenhouse Temp= 13.19, 
Feb 02 10:21:11 Greenhouse Temp= 13.24, 
Feb 02 10:21:11 Greenhouse Temp= 13.24, 
Feb 02 10:21:12 Greenhouse Temp= 13.24, 
Feb 02 10:21:13 Greenhouse Temp= 13.19, 
Feb 02 10:21:13 Greenhouse Temp= 13.19, 
Feb 02 10:21:14 Greenhouse Temp= 13.14, 
Feb 02 10:21:14 Greenhouse Temp= 13.28, 
Feb 02 10:21:16 Greenhouse Temp= 13.24, 
Feb 02 10:21:16 Greenhouse Temp= 13.14, 
Feb 02 10:21:17 Greenhouse Temp= 13.38, 
Feb 02 10:21:17 Greenhouse Temp= 13.24, 
Feb 02 10:21:18 Greenhouse Temp= 13.19, 
Feb 02 10:21:19 Greenhouse Temp= 13.28, 
Feb 02 10:21:19 Greenhouse Temp= 13.19, 
Feb 02 10:21:20 Greenhouse Temp= 13.19, 
